clean_psnr_mean,clean_ssim_mean,clean_bpp_mean,defended_psnr_mean,defended_ssim_mean,defended_bpp_mean,attacked_psnr_mean,attacked_ssim_mean,attacked_bpp_mean,clean_psnr_drop,clean_ssim_drop,attack_psnr_drop,attack_ssim_drop,asr,defense,attack,eps,asr_reduction
100.0,1.0,0.4152074611435334,32.97858344757774,0.89736605,0.4386595841497183,33.29035772583892,0.9111948,0.546038243919611,67.02141655242225,0.10263395,-0.3117742782611776,-0.013828754,0.041666666666666664,bitdepth_4,apgd,0.01568627450980392,0.0
100.0,1.0,0.4152074611435334,32.97858344757774,0.89736605,0.4386595841497183,29.117298760987307,0.8937529,0.5844248533248901,67.02141655242225,0.10263395,3.861284686590443,0.003613174,0.4166666666666667,bitdepth_4,apgd,0.03137254901960784,0.20833333333333331
100.0,1.0,0.4152074611435334,33.432701990222505,0.89911956,0.4161951846132676,21.230021879389906,0.82971907,0.5304867140948772,66.5672980097775,0.100880444,12.202680110832597,0.06940049,0.875,bitdepth_6,fgsm,0.01568627450980392,0.0
100.0,1.0,0.4152074611435334,33.432701990222505,0.89911956,0.4161951846132676,13.417272095873578,0.6399223,0.6760713271796703,66.5672980097775,0.100880444,20.015429894348923,0.25919724,1.0,bitdepth_6,fgsm,0.03137254901960784,0.0
100.0,1.0,0.4152074611435334,33.432701990222505,0.89911956,0.4161951846132676,34.165265105226304,0.9191227,0.5025091997037331,66.5672980097775,0.100880444,-0.7325631150038033,-0.02000314,0.0,bitdepth_6,pgd,0.01568627450980392,0.041666666666666664
100.0,1.0,0.4152074611435334,33.432701990222505,0.89911956,0.4161951846132676,33.75487684366578,0.9190627,0.5355272026111683,66.5672980097775,0.100880444,-0.3221748534432729,-0.019943118,0.041666666666666664,bitdepth_6,pgd,0.03137254901960784,0.041666666666666664
100.0,1.0,0.4152074611435334,33.432701990222505,0.89911956,0.4161951846132676,34.223270119213886,0.92015666,0.5122843664139509,66.5672980097775,0.100880444,-0.7905681289913861,-0.021037102,0.0,bitdepth_6,apgd,0.01568627450980392,0.041666666666666664
100.0,1.0,0.4152074611435334,33.432701990222505,0.89911956,0.4161951846132676,27.928845816019145,0.8985314,0.5676386884103218,66.5672980097775,0.100880444,5.503856174203361,0.00058817863,0.5833333333333334,bitdepth_6,apgd,0.03137254901960784,0.04166666666666663
100.0,1.0,0.4152074611435334,33.56316665138016,0.9025252,0.43062850336233777,21.371390122731054,0.84233975,0.5478274549047152,66.43683334861984,0.09747481,12.191776528649106,0.060185432,0.9166666666666666,sharp_tau0.05,fgsm,0.01568627450980392,-0.04166666666666663
100.0,1.0,0.4152074611435334,33.56316665138016,0.9025252,0.43062850336233777,13.925209272599608,0.66647416,0.6574602002898852,66.43683334861984,0.09747481,19.63795737878055,0.23605102,1.0,sharp_tau0.05,fgsm,0.03137254901960784,0.0
100.0,1.0,0.4152074611435334,33.56316665138016,0.9025252,0.43062850336233777,34.22927141836386,0.9210256,0.5169411872824033,66.43683334861984,0.09747481,-0.6661047669837014,-0.018500388,0.0,sharp_tau0.05,pgd,0.01568627450980392,0.041666666666666664
100.0,1.0,0.4152074611435334,33.56316665138016,0.9025252,0.43062850336233777,34.10418991118259,0.92106146,0.5511436394105355,66.43683334861984,0.09747481,-0.5410232598024335,-0.01853627,0.0,sharp_tau0.05,pgd,0.03137254901960784,0.08333333333333333
100.0,1.0,0.4152074611435334,33.56316665138016,0.9025252,0.43062850336233777,34.278580574665334,0.9220168,0.5270813250293335,66.43683334861984,0.09747481,-0.7154139232851747,-0.019491613,0.0,sharp_tau0.05,apgd,0.01568627450980392,0.041666666666666664
100.0,1.0,0.4152074611435334,33.56316665138016,0.9025252,0.43062850336233777,28.644132972924563,0.9043229,0.5640645263095697,66.43683334861984,0.09747481,4.919033678455592,-0.0017977357,0.5416666666666666,sharp_tau0.05,apgd,0.03137254901960784,0.08333333333333337
